Epoch,Loss,Acc,Val_acc,Mem_Use,GPU_Use,Pow_Cons,Time
0,0.41997379064559937,0.6912142634391785,0.5,0.8230055728486796,99.2,18512,545.4120395183563
1,0.43115949630737305,0.7503571510314941,0.5,0.8443025495440396,99.2,18761,481.2645742893219
2,0.4027479290962219,0.7892857193946838,0.5,0.8446385863860008,99.1,18220,488.1471788883209
3,0.6507915258407593,0.818142831325531,0.5,0.8492404084017198,99.4,17846,490.9678359031677
4,0.7270290851593018,0.836642861366272,0.5,0.8489328976074634,99.2,18553,490.06137442588806
5,0.42779138684272766,0.843999981880188,0.5005000233650208,0.8519771974185067,0.0,5608,535.3392670154572
6,0.204115629196167,0.8560000061988831,0.5022500157356262,0.8513849966681576,98.8,18595,483.5895371437073
7,0.19227609038352966,0.8613571524620056,0.49924999475479126,0.8600141260988233,99.4,18636,489.709748506546
8,0.15263308584690094,0.8659999966621399,0.5,0.8531604578772969,25.1,5441,535.176441192627
9,0.2623978555202484,0.8739285469055176,0.6025000214576721,0.8597596737532976,23.9,5608,535.2016685009003
10,0.11352936178445816,0.8749285936355591,0.5087500214576721,0.8614889227651553,7.9,18012,482.43503165245056
11,0.10653717070817947,0.883571445941925,0.5092499852180481,0.8556028580817716,48.0,18304,487.841295003891
12,0.28596556186676025,0.8849999904632568,0.6607499718666077,0.8502770449753079,24.9,18512,489.5027642250061
13,0.1994074285030365,0.8858571648597717,0.7732499837875366,0.8618848643072963,0.8,17498,496.3272261619568
14,0.22195984423160553,0.8913571238517761,0.5,0.854136619229751,21.4,5399,535.3466711044312
15,0.24637722969055176,0.8942142724990845,0.5487499833106995,0.8634195656738081,99.2,19065,488.7028522491455
16,0.2807570695877075,0.8933571577072144,0.5,0.8621975097901395,99.5,18553,485.7663314342499
17,0.1528174728155136,0.8974999785423279,0.53125,0.8668187295182977,0.0,5524,535.3560874462128
18,0.1185523197054863,0.8989999890327454,0.8372499942779541,0.8622151959397165,99.3,18803,489.2413418292999
19,0.21471180021762848,0.903071403503418,0.5027499794960022,0.8553175976047248,50.7,18387,485.2289574146271
