Epoch,Loss,Acc,Val_acc,Mem_Use,GPU_Use,Pow_Cons,Time
0,0.3261050283908844,0.6873571276664734,0.7250000238418579,0.8181464458826644,94.0,17248,310.61635756492615
1,0.4654378890991211,0.7736428380012512,0.5017499923706055,0.8264298396151494,99.6,17123,274.00580763816833
2,0.18666015565395355,0.8236428499221802,0.5024999976158142,0.8183158906060302,99.3,18179,277.34236574172974
3,0.12507963180541992,0.8541428446769714,0.5479999780654907,0.8250834101634885,99.3,18220,277.868905544281
4,0.14560264348983765,0.8692142963409424,0.5184999704360962,0.831553688303864,99.2,18220,277.7580704689026
5,0.06925457715988159,0.883642852306366,0.5012500286102295,0.8290114469324229,98.9,18137,277.8495271205902
6,0.3986074924468994,0.8936428427696228,0.5132499933242798,0.8346767200065724,98.9,18387,277.31640577316284
7,0.12252447009086609,0.9024999737739563,0.5507500171661377,0.8306300148791865,98.9,17665,277.6987361907959
8,0.06301767379045486,0.9084285497665405,0.5182499885559082,0.8250874038101671,0.0,7157,282.36411714553833
9,0.13691285252571106,0.9126428365707397,0.5097500085830688,0.835490853408064,99.3,18470,277.12388825416565
10,0.1936042606830597,0.9176428318023682,0.5235000252723694,0.8338973883832805,0.0,7031,282.53691029548645
11,0.024916229769587517,0.9194285869598389,0.5102499723434448,0.8369850477868351,99.5,18137,277.85679960250854
12,0.23232463002204895,0.9276428818702698,0.5302500128746033,0.8409986626988836,99.1,18428,278.2223138809204
13,0.016140339896082878,0.9278571605682373,0.5824999809265137,0.830084596847073,99.4,18220,277.9584217071533
14,0.0788540244102478,0.9303571581840515,0.6000000238418579,0.8348524404604333,98.8,18512,277.73580980300903
15,0.021731849759817123,0.9337857365608215,0.5262500047683716,0.8431004618937644,99.3,18636,278.813472032547
16,0.06933555006980896,0.9293571710586548,0.5600000023841858,0.8488496015481657,97.6,17971,278.88476967811584
17,0.04457075893878937,0.9384285807609558,0.5672500133514404,0.8373855534966088,99.5,18012,278.842324256897
18,0.18938496708869934,0.9395714402198792,0.5562499761581421,0.8451720234780783,99.1,18387,278.60632371902466
19,0.06931685656309128,0.9409999847412109,0.6492499709129333,0.8411772357575149,99.5,18096,278.41078424453735
