Epoch,Loss,Acc,Val_acc,Mem_Use,GPU_Use,Pow_Cons,Time
26,3.433851480484009,0.8770812153816223,0.754878044128418,0.8491890615158514,0.2,12935,516.4822616577148
27,3.2380940914154053,0.8779498934745789,0.7719511985778809,0.8476600653588805,99.7,17248,515.8615503311157
28,3.9950520992279053,0.8778051137924194,0.7560975551605225,0.8556627627819514,99.7,18707,516.3939156532288
29,5.094491481781006,0.8869262933731079,0.7243902683258057,0.8437331696318542,0.0,5106,574.5384714603424
30,3.8963091373443604,0.8921384215354919,0.7731707096099854,0.8447914860016978,99.6,18165,518.4133670330048
31,2.7930524349212646,0.8999565839767456,0.7256097793579102,0.8480725520086901,99.2,17332,518.5507805347443
32,3.1014397144317627,0.9061821103096008,0.7280488014221191,0.8432225533779405,99.7,18332,518.4174098968506
33,5.073152542114258,0.91631680727005,0.6695122122764587,0.8486008544121808,99.6,16540,517.6160809993744
34,3.2614736557006836,0.9089329838752747,0.7585365772247314,0.8498588531159572,99.4,15748,517.5725297927856
35,3.8447442054748535,0.9215288758277893,0.7609755992889404,0.8485609179453943,0.0,5106,574.624623298645
36,2.6435389518737793,0.9203706383705139,0.7463414669036865,0.8483891911382121,7.9,12727,525.5309705734253
37,2.3222577571868896,0.9247140288352966,0.742682933807373,0.8469235228071457,99.5,18165,520.8755168914795
38,1.891099452972412,0.9296365976333618,0.785365879535675,0.8527508238322578,99.7,16540,520.6682567596436
39,0.9706444144248962,0.9347039461135864,0.7792682647705078,0.854051041086637,1.0,13519,519.8745374679565
40,3.8539435863494873,0.9319530725479126,0.7804877758026123,0.8551920829948242,99.5,15873,519.0470194816589
41,2.8181726932525635,0.9390473365783691,0.7536585330963135,0.8537469534181051,10.4,14062,519.8228924274445
42,4.162145614624023,0.9334008693695068,0.7841463685035706,0.8579973345261025,2.0,14229,521.4787003993988
43,2.3569464683532715,0.9387577772140503,0.7634146213531494,0.8635211184036368,6.9,13603,522.2694263458252
44,3.0933563709259033,0.9429564476013184,0.7756097316741943,0.8628393458634949,99.7,16332,522.1351633071899
45,0.9391550421714783,0.9448385834693909,0.787804901599884,0.8635285351760399,99.4,15540,520.5843634605408
46,3.160677194595337,0.9480237364768982,0.7463414669036865,0.856726784361336,99.1,17373,520.1921837329865
47,3.073265790939331,0.9426668882369995,0.7634146213531494,0.8647591488740198,99.6,18540,521.3953404426575
48,2.724017381668091,0.9471550583839417,0.7768292427062988,0.8608419520032132,99.5,18415,521.5173738002777
49,3.6593613624572754,0.9548284411430359,0.787804901599884,0.8585085213009703,4.8,14229,521.9264008998871
50,4.638394355773926,0.950340211391449,0.7329268455505371,0.8580098859870925,0.1,12852,522.3693253993988
51,4.259913444519043,0.9496163129806519,0.6585366129875183,0.8574393650329989,99.6,16748,521.0862419605255
52,2.5501251220703125,0.9444042444229126,0.7719511985778809,0.8625677778893464,99.7,18415,521.2087585926056
53,2.1829328536987305,0.9600405097007751,0.800000011920929,0.8670549251932925,99.6,18457,521.4840788841248
54,2.393364667892456,0.9596061706542969,0.800000011920929,0.8539511999196706,0.0,5148,574.5076887607574
55,4.285109043121338,0.9664108753204346,0.7182926535606384,0.8654665948570959,99.7,18207,529.3321483135223
56,2.2866859436035156,0.955552339553833,0.7195122241973877,0.867893020474856,99.7,14980,525.0844910144806
57,2.4560706615448,0.9600405097007751,0.745121955871582,0.8732142694136871,0.2,13895,526.7521986961365
58,3.3241660594940186,0.9581583738327026,0.7439024448394775,0.8697529187852011,10.9,12768,526.3222846984863
59,2.7443017959594727,0.9616331458091736,0.7646341323852539,0.8675467142557212,40.6,15832,526.7032053470612
