Epoch,Loss,Acc,Val_acc,Mem_Use,GPU_Use,Pow_Cons,Time
0,0.670346736907959,0.6601428389549255,0.6604999899864197,0.9230607729637275,99.4,16915,754.5452508926392
1,0.8465907573699951,0.6812142729759216,0.6899999976158142,0.9272689307194375,99.2,17498,686.8499433994293
2,0.6154715418815613,0.68407142162323,0.7085000276565552,0.9425326309087362,99.7,17415,689.6363315582275
3,0.5862811207771301,0.6864285469055176,0.5005000233650208,0.9535219929871644,99.0,17623,691.1165773868561
4,0.6636761426925659,0.5827857255935669,0.5,0.9559370054302122,90.2,16748,690.9690673351288
5,0.6246261596679688,0.6636428833007812,0.6162499785423279,0.9230145608191759,99.6,17290,697.6406643390656
6,0.682110071182251,0.5988571643829346,0.6495000123977661,0.907265347851934,99.1,17332,690.8312041759491
7,0.6068108677864075,0.6182857155799866,0.6167500019073486,0.903859341642391,0.0,4520,734.4523386955261
8,0.6432355642318726,0.6469285488128662,0.6757500171661377,0.9047995591019098,99.7,17082,686.6186566352844
9,0.660509467124939,0.6632857322692871,0.6782500147819519,0.9082415080905484,99.6,17207,686.882081747055
10,0.4618458151817322,0.6587857007980347,0.6627500057220459,0.9018551038175796,0.0,4478,734.2477767467499
11,0.7931801676750183,0.672428548336029,0.6884999871253967,0.9062572384763457,99.5,16790,686.2874619960785
12,0.6217165589332581,0.6466428637504578,0.6575000286102295,0.9085684162242281,99.7,16790,686.782906293869
13,0.599409818649292,0.6292142868041992,0.621999979019165,0.9107529384648212,99.0,17082,686.9416916370392
14,0.46977007389068604,0.6397857069969177,0.6664999723434448,0.9125175577623281,99.7,17165,686.750951051712
15,0.5906659364700317,0.6643571257591248,0.6702499985694885,0.9055777487953464,99.5,16707,686.7365474700928
16,0.5452585220336914,0.6748571395874023,0.6915000081062317,0.9154574488842334,97.8,17040,686.4800300598145
17,0.4951249361038208,0.6800000071525574,0.6830000281333923,0.9114746466482503,99.1,17082,686.1546704769135
